24.31231027,4,5,4,3,18
6.372042489,1,4,4,8,21
18.95086493,2,4,5,3,17
13.69533875,2,1,3,4,15
7.114574092,3,4,1,4,16
23.68259145,1,2,3,3,11
29.51856047,3,2,4,1,11
25.22659345,1,2,3,3,10
12.98343988,1,5,4,5,20
17.31170763,2,1,3,3,12
28.79694307,2,3,5,5,16
26.13946328,2,1,1,1,6
14.47818998,1,2,3,4,15
14.43037908,2,5,5,5,22
9.548375205,4,2,5,5,20
6.867963084,4,4,4,1,17
28.89204402,3,3,5,5,17
25.83986716,2,4,5,3,15
22.26403416,2,2,3,2,11
26.92875637,4,1,1,4,11
6.063556693,3,1,5,1,14
9.424401134,3,1,2,8,18
25.3902572,2,5,2,3,13
14.18310981,1,4,1,1,12
29.98956499,2,2,3,1,9
27.9727807,2,2,2,8,15
26.26351903,1,2,3,5,12
10.67191066,4,2,5,6,22
14.80687359,3,3,4,5,20
25.35008446,1,3,4,7,16
8.633591229,4,5,4,7,24
13.82135802,4,1,4,8,22
24.03940284,1,5,4,1,13
25.36181015,4,5,4,1,15
8.100837828,1,1,2,3,11
22.98807263,2,3,4,6,17
7.562279093,4,3,5,1,17
20.21393298,4,5,4,8,24
9.462444838,2,5,1,3,15
16.11575303,2,2,1,2,10
12.20017503,2,4,1,4,16
20.60166275,2,3,3,2,13
28.05818837,1,1,4,1,8
14.5035372,4,1,2,2,14
27.89678633,4,5,2,3,15
26.21947423,2,3,3,8,17
21.09416219,3,3,4,5,17
5.726170171,2,2,4,6,18
8.879400766,2,3,1,1,11
25.59765961,2,4,1,3,11
5.987458693,3,1,1,6,15
24.85178076,3,1,2,5,13
9.121298284,3,4,2,6,19
6.681167856,1,2,2,2,11
6.015314203,4,3,2,8,21
26.27421731,1,1,5,1,9
27.808035,2,5,5,3,16
17.32155214,3,1,1,3,11
19.09923839,1,1,2,6,13
17.73262888,3,1,4,6,17
9.35306361,1,2,1,1,9
17.30578501,4,3,5,7,22
13.47225321,1,2,1,1,10
28.3903275,2,2,1,8,14
29.41252262,3,2,3,1,10
6.505732834,1,1,4,8,18
23.16264229,4,2,1,8,17
27.73070654,2,1,3,2,9
17.51429939,3,5,2,4,17
16.47519855,3,4,1,6,17
13.76913104,1,4,5,5,20
19.89745084,3,1,3,6,16
19.38738841,2,4,2,4,15
27.2544962,3,1,1,8,14
10.77341266,1,4,5,5,20
24.50400337,1,3,3,6,15
25.74664539,3,5,4,4,17
8.706608926,2,2,4,6,18
5.718126014,4,1,3,5,17
9.80917372,3,5,4,6,22
18.13661772,4,2,2,3,14
26.29346471,2,5,1,1,10
28.04022048,1,2,5,5,14
18.99535216,4,4,5,4,20
20.51968734,4,2,3,3,15
15.55060838,1,4,1,3,14
24.454022,3,1,2,5,13
14.44693954,1,4,4,8,22
10.62422808,4,2,5,6,22
13.96954246,3,2,2,6,18
6.945150696,1,5,4,6,20
14.9627859,3,1,2,7,18
21.30838341,1,2,1,5,11
25.41230617,1,4,2,1,9
29.46481497,3,5,1,3,13
22.88601172,4,3,5,5,19
11.37855584,4,3,1,8,21
25.12461461,1,4,1,8,15
22.42603946,2,5,3,8,20
28.02303395,4,1,2,4,12
9.492008746,1,3,5,4,17
29.98467969,2,2,4,7,16
28.04517113,3,3,3,4,14
19.67256855,1,3,2,4,13
27.70967909,3,3,2,7,16
7.135030434,2,3,4,2,15
15.28412027,4,3,3,3,18
10.94840858,2,5,5,1,18
23.90750253,1,1,5,3,12
5.542754035,1,2,2,8,17
5.798340008,1,1,1,2,9
8.270907391,3,1,2,3,13
5.368705988,3,2,2,4,15
18.48050513,2,5,1,4,15
11.24790832,3,5,1,5,19
8.053762116,1,5,5,6,21
11.27395929,2,2,2,1,12
22.51977778,3,3,4,6,18
25.46702485,2,3,1,5,12
12.0748151,4,5,3,6,23
14.57801511,1,3,1,4,14
9.057641372,2,3,3,2,14
27.12488295,2,2,2,3,10
18.05800539,1,3,2,7,16
24.99994505,4,3,5,6,20
22.68822995,1,3,5,2,13
12.79904039,3,1,2,8,19
10.160357,3,2,4,6,20
20.5503921,1,2,2,5,13
16.66388001,2,2,2,3,12
15.88718836,1,4,3,3,16
9.890262748,4,1,3,4,16
19.01959134,3,3,2,5,16
18.39221691,2,2,1,1,9
5.914935994,2,4,2,4,16
28.43816293,2,1,1,1,6
25.35938209,1,4,4,6,16
19.17920415,3,5,4,7,22
19.08971779,3,1,2,7,16
17.97084753,2,3,4,7,19
13.03703928,4,3,2,2,16
6.129352309,4,2,4,8,22
10.06166388,3,1,4,3,16
9.737194849,2,1,2,2,11
26.28564945,1,1,5,1,9
6.169762994,2,4,3,6,19
16.47519287,2,3,4,1,13
21.64057343,2,4,5,5,18
11.82147702,2,3,1,3,14
6.643024781,1,4,1,8,18
10.76046454,2,2,2,5,16
25.12557397,3,5,1,3,13
28.95677466,3,1,3,1,9
14.72100016,1,3,3,2,14
8.931836199,2,3,2,3,14
13.15333697,4,5,3,8,25
26.25973866,4,5,5,6,21
10.47036251,2,4,3,7,21
7.237439199,3,1,1,1,10
17.44515938,4,2,3,6,18
27.00241576,3,2,3,7,16
11.61582115,2,5,2,7,21
11.60419954,2,3,5,7,22
9.334034124,4,3,4,6,21
16.59521151,4,1,4,2,14
16.56347446,1,1,1,2,8
22.75501711,1,5,4,7,19
27.7617109,2,3,2,1,9
7.860407638,3,5,4,2,18
12.73880061,4,5,1,7,22
28.01566514,1,5,2,2,11
13.58117403,1,2,3,3,14
11.58512058,4,4,2,5,20
12.53281523,2,1,1,4,13
24.66755437,4,3,5,7,21
7.089591169,4,5,5,6,24
8.479570064,3,5,3,8,23
13.76273204,3,4,2,7,21
26.18212831,2,2,3,4,12
9.931175369,1,2,1,7,15
12.31638471,3,1,5,6,20
9.834198875,2,5,5,5,21
6.152839978,1,4,5,4,18
11.4916763,1,2,3,5,16
17.34819497,2,3,3,5,16
29.59397505,4,4,5,4,18
9.540166718,2,1,3,7,17
6.669484211,1,5,3,8,21
26.80600774,2,3,4,1,11
5.660215434,4,3,2,3,16
15.32353791,3,1,2,1,12
20.65486284,3,1,1,8,16
20.29886176,1,3,4,6,17
6.671721296,2,2,2,3,13
21.69181609,1,4,2,5,14
28.95688969,1,3,4,2,11
21.08052813,1,4,5,1,13
9.839061251,3,4,2,4,17
15.92287872,2,2,3,1,13
17.14493217,4,1,1,1,10
16.2956019,3,2,4,8,20
9.646846768,3,2,1,8,18
12.95731526,4,2,4,1,16
18.38566112,3,2,3,7,18
11.64252983,4,1,5,5,20
6.970655272,3,4,4,2,17
26.9004487,1,4,5,6,17
15.77079414,1,1,1,7,15
7.21602156,2,1,4,4,15
6.41123944,2,5,4,4,19
8.231085258,3,3,1,1,12
8.972074301,4,2,2,8,20
19.95280928,2,2,5,2,14
9.28625064,3,5,5,4,21
9.158567936,3,1,5,7,20
5.63466012,2,4,2,5,17
12.86277161,4,4,2,2,17
28.83164683,4,1,1,4,11
8.09886039,3,2,5,6,20
28.63044501,1,3,3,1,9
29.77582007,4,5,3,7,20
14.55855868,3,1,5,7,21
24.86322185,3,2,1,5,13
12.94067698,4,2,4,3,18
6.322840969,2,4,3,7,20
8.944484189,1,5,4,2,16
10.16085621,3,4,4,5,21
27.26180203,3,5,4,1,14
28.41646646,3,2,2,5,13
22.44653613,1,3,3,7,16
21.17123072,4,5,1,3,15
12.74676165,1,2,2,6,16
22.75912877,2,3,4,5,16
13.85428815,3,4,4,2,18
25.41917886,4,5,4,5,19
18.88333164,2,5,1,4,15
12.40976328,4,2,5,1,17
9.837109232,4,3,2,6,19
7.315597012,3,1,3,7,18
11.76658009,3,5,1,4,18
20.77579436,3,4,1,3,14
18.48948161,3,3,3,2,14
18.32681556,2,2,1,1,9
9.897020433,3,3,3,4,17
17.1748734,2,2,4,7,18
22.11368015,1,5,5,3,16
6.383859776,1,4,5,2,16
12.14194852,3,5,5,7,25
26.99817038,2,1,1,8,13
6.639469099,4,3,4,5,20
21.22842472,3,2,1,7,15
29.95276151,3,1,3,5,13
25.35448262,1,5,1,7,15
10.4031279,1,1,5,3,15
11.66980103,4,2,1,5,17
24.2546864,1,2,4,5,14
28.41263717,3,2,2,6,14
14.62974338,4,2,4,5,20
27.94827771,4,5,4,6,20
24.03493211,2,3,1,2,10
19.0007721,2,4,2,7,18
18.59058707,4,4,4,4,19
29.7292961,4,5,5,5,20
8.835060719,1,2,2,5,14
5.077563019,4,3,3,8,22
24.7850919,3,5,3,7,20
14.49415574,1,4,2,3,15
27.99059293,3,5,4,8,21
22.13901691,2,3,5,2,14
27.15466414,3,4,4,1,13
15.53266792,4,2,2,4,17
27.14277648,4,4,2,4,15
9.447711154,4,5,5,1,19
21.6237859,3,5,5,6,21
18.51779189,2,1,2,3,11
28.59697605,4,5,4,5,19
15.06169242,4,1,5,8,23
22.93186069,4,3,5,5,19
16.0144855,3,4,1,5,16
13.41921491,2,2,2,3,14
6.230990595,3,4,1,4,16
29.19420715,3,1,4,5,14
13.24511483,4,4,1,8,22
13.91922206,4,3,3,5,20
17.4480277,1,4,4,8,20
10.19738832,4,5,4,6,24
15.57698366,1,3,5,7,21
21.20662748,4,3,1,5,15
26.47767691,3,1,3,2,10
7.875990424,1,3,3,8,19
29.18662865,4,4,1,6,16
24.0735545,3,4,3,4,16
9.763242083,1,2,5,1,13
29.22786515,4,1,1,7,14
9.923907845,3,3,2,4,16
22.57910908,3,2,4,8,19
5.381726449,3,2,5,4,18
29.30297971,3,5,1,4,14
6.563813086,4,5,3,8,24
28.9887371,4,2,2,6,15
22.11409565,1,2,2,4,11
14.69936535,3,5,2,2,17
15.34903361,1,4,2,8,20
18.142511,1,4,5,3,16
12.35554353,1,2,2,1,11
23.63141173,4,3,3,2,14
10.9339385,1,4,4,2,16
23.57175244,4,2,4,5,17
11.42971168,2,2,4,3,16
18.26495668,2,4,5,6,20
21.5839288,4,2,3,8,19
12.61522586,4,2,4,7,22
24.57782982,3,3,5,5,18
7.785007841,4,1,1,5,15
17.27795361,4,2,1,4,14
17.14965588,3,5,3,1,15
10.7118377,2,1,2,6,16
20.61505941,1,1,2,7,14
26.52143828,4,1,5,1,12
7.08370666,3,2,2,7,18
9.001770436,1,3,5,4,17
22.54220779,3,2,4,5,16
8.856235462,1,3,3,2,13
10.37007682,1,2,2,4,14
22.23125957,2,1,2,6,13
21.60940671,3,5,1,5,16
9.711276806,2,5,1,6,18
5.449468973,1,4,5,6,20
23.09838034,2,2,4,3,13
11.21889308,3,1,3,3,15
18.65283353,3,4,3,7,20
23.3988532,3,5,1,5,16
13.12732703,2,4,2,2,15
16.93664087,3,1,2,3,12
7.099435687,1,5,3,2,15
