24.31231027,30.02632104,14.12949922,16.38364821,73.00849035,18,,,
6.372042489,37.49615777,12.18917834,24.60442745,14.22761861,15,,,
18.95086493,8.357380044,37.8982968,25.34818804,57.54902714,17,,,
13.69533875,9.423694718,2.241530129,10.39468055,5.8464192,10,,,
7.114574092,15.58240339,33.99744344,39.10553064,4.502345461,15,,,
23.68259145,27.31582149,20.67079694,15.65095803,24.8884239,13,,,
29.51856047,28.7472868,35.20157854,24.72739794,7.396319698,12,,,
25.22659345,1.115557927,24.55382771,39.60195201,22.43096408,12,,,
12.98343988,1.250300168,16.42782119,16.40222417,67.11385195,17,,,
17.31170763,37.13847895,40.83386332,24.13130601,70.59220533,23,,,
28.79694307,28.9531375,15.49435074,39.13186627,7.360221504,11,,,
26.13946328,23.9342805,12.27476191,24.23081553,55.76209968,15,,,
14.47818998,27.80687998,33.85290354,16.59948078,9.009959002,15,,,
14.43037908,38.27251706,29.01945156,20.71228169,2.638588465,16,,,
9.548375205,12.51720644,10.40509815,2.190918882,41.58987746,14,,,
6.867963084,24.14249819,19.13036868,11.63979972,73.51770968,19,,,
28.89204402,13.64233816,44.67410651,9.300190282,69.08640904,16,,,
25.83986716,7.906985999,1.220049283,32.88970905,76.77306393,15,,,
22.26403416,24.69977048,40.06858642,25.72415767,38.53962031,17,,,
26.92875637,38.25127804,4.562713811,46.12214502,48.27541065,16,,,
6.063556693,5.634050514,27.33969933,11.30993026,73.7522916,18,,,
9.424401134,16.25234044,26.85897332,10.26480625,41.29453205,16,,,
25.3902572,8.3824727,8.45476552,1.483177502,48.38345421,9,,,
14.18310981,20.79490896,22.94258569,37.26563411,6.449675081,16,,,
29.98956499,21.76748609,31.36869503,16.79538209,72.17986596,18,,,
27.9727807,29.58036524,21.14802182,28.40668517,31.14817068,14,,,
26.26351903,28.27731172,45.70832377,32.88690045,59.32792978,19,,,
10.67191066,5.616539739,16.16867616,44.31714304,40.3996935,18,,,
14.80687359,7.18749109,36.35244844,3.990335731,70.56919385,19,,,
25.35008446,28.20865761,44.03659009,15.05049404,40.50116746,16,,,
8.633591229,35.3780156,35.71450134,29.28060278,73.73571105,23,,,
13.82135802,3.068949065,12.24507245,48.16130493,44.04876229,18,,,
24.03940284,32.04978911,19.15396694,14.51499476,73.63240095,18,,,
25.36181015,8.060000482,31.05548249,28.73331498,11.60253359,11,,,
8.100837828,32.51140459,27.06086681,27.76527462,13.36180865,16,,,
22.98807263,33.72903118,26.10954621,13.26584775,21.76908115,14,,,
7.562279093,38.44780881,25.49465557,18.90651244,18.37638102,15,,,
20.21393298,13.98068786,44.67998339,23.35364912,64.00072577,20,,,
9.462444838,13.48605338,49.80012595,2.441846298,8.112860939,13,,,
16.11575303,11.8876983,2.197057394,30.22061152,68.16765314,17,,,
12.20017503,2.813993099,39.86919804,42.27216228,33.35554605,19,,,
20.60166275,7.524313009,12.189257,28.55544155,49.43396573,14,,,
28.05818837,37.69392456,14.93560957,4.99387592,62.56697093,15,,,
14.5035372,17.20872281,6.966028853,5.302873804,52.75960178,15,,,
27.89678633,15.53747854,47.26152285,34.07127149,35.87774262,16,,,
26.21947423,12.39873721,33.38294314,23.28379972,6.918139353,11,,,
21.09416219,18.09779666,18.34897467,25.89268828,72.03750607,17,,,
5.726170171,8.550618116,14.88938496,49.83854952,61.3345428,19,,,
8.879400766,15.10160868,19.44823499,47.90804696,73.17674441,21,,,
25.59765961,33.23392645,25.93087404,44.33718253,72.73585791,21,,,
