20.18321422,3
23.59997011,2
20.38832337,3
24.20056144,2
10.68210469,5
16.38611945,3
13.15163936,5
18.73800615,3
13.73515903,5
7.391353159,4
25.34003069,1
12.34599826,5
6.081912953,4
21.03057864,2
11.03911928,5
27.61929154,1
13.662763,5
28.80174895,1
29.75431336,1
21.71695371,2
6.366641975,4
27.45937556,1
22.47752983,2
11.09595263,5
17.16714143,3
9.612895567,4
18.16063554,3
17.55456392,3
28.92506768,1
7.806239467,4
28.29403524,1
18.06173422,3
8.661712956,4
28.38485527,1
18.75989839,3
5.433318416,4
8.266442685,4
28.97103421,1
10.92943812,5
15.69672361,5
28.66571494,1
14.24565178,5
7.355796948,4
26.72815274,1
27.00229069,1
29.52511667,1
6.260811901,4
19.91956271,3
15.62595774,5
14.16040116,5
25.15184415,1
13.69515786,5
9.744103359,4
16.53304805,3
26.41077309,1
21.06545687,2
25.11406016,1
12.44738414,5
27.52458075,1
23.08786148,2
19.25071481,3
9.539153197,4
27.59364705,1
5.849611268,4
12.5149987,5
29.86128943,1
16.12002279,3
28.30775685,1
27.58796275,1
29.62990242,1
27.84095699,1
8.280242745,4
8.25147967,4
13.48798425,5
14.40862951,5
29.94592407,1
7.125239232,4
15.8472142,5
28.44959982,1
8.72986707,4
19.25976426,3
29.82420547,1
28.24179657,1
29.61478427,1
13.44668136,5
27.37946627,1
28.04049952,1
19.7233762,3
29.61222682,1
25.17620145,1
29.34250599,1
23.37986119,2
13.43447409,5
12.85649058,5
27.60670913,1
20.35867566,3
18.72971997,3
27.9755586,1
29.46684711,1
26.88255022,1
29.13321133,1
15.30503321,5
24.59025154,2
23.42451372,2
5.672487214,4
14.19136383,5
24.4621134,2
26.55299911,1
13.44948877,5
19.26142756,3
5.678609999,4
29.65037305,1
29.55019677,1
24.81864843,2
29.73774469,1
9.151182659,4
17.80079836,3
23.18020908,2
22.84473272,2
27.93062125,1
14.3152141,5
27.85346082,1
25.21281981,1
18.61123983,3
15.56049711,5
13.71798317,5
10.64100413,5
29.07051549,1
27.13840237,1
25.64241031,1
26.73078987,1
7.657737442,4
