48.96156298,3,2.534833786,3,13.51972766,3,36.62772794,3,45.97211696,4
7.612043105,2,9.188534756,3,16.97041877,3,0.771304213,1,12.70524218,5
49.55045693,3,18.98573716,1,3.067567531,2,33.83283003,3,53.16874969,6
8.524263526,2,32.1102772,2,1.114329324,2,10.70352235,4,45.75279609,4
47.7190797,3,35.6959425,2,9.70843814,2,37.11759866,3,56.78285781,6
43.57591711,3,35.86614043,2,7.357174063,2,34.94236787,3,48.56253396,4
6.205344208,2,31.05790633,2,15.97715704,3,34.15127029,3,47.51514866,4
36.03522418,1,34.39454158,2,8.045869282,2,37.33775662,3,39.57801542,3
17.74767818,4,10.37313427,1,3.360299447,2,31.27041104,3,37.89105023,3
46.00549036,3,9.828007279,3,35.05451291,4,35.8615527,3,47.97497563,4
7.596442429,2,36.04380083,2,2.881802143,2,31.16351774,3,58.70473135,6
6.813100106,2,4.518861362,3,7.794720802,2,4.840715583,1,32.05871814,3
45.49538644,3,14.84934807,1,4.605204825,2,48.38872647,2,44.63255453,4
2.249549148,2,38.20486414,2,16.55282399,3,41.38213942,2,0.86414255,2
47.58698068,3,11.52329727,1,31.77294315,4,39.86247312,3,31.21032334,3
42.75076197,3,30.51753784,2,0.281111119,2,34.26726782,3,5.175821658,2
2.940866495,2,6.729328482,3,14.48120573,3,37.19355349,3,33.30676889,3
7.264907295,2,9.431783701,3,12.14967328,3,33.95627776,3,10.47888897,5
36.16698268,1,5.038820196,3,47.98343006,1,12.73582845,4,17.33655017,5
9.71470652,2,1.743192952,3,11.85370771,3,34.42145471,3,6.686594338,2
44.91840728,3,14.45166121,1,32.67782052,4,14.95763383,4,30.54395421,3
0.532868767,2,1.300341349,3,28.30969927,5,0.477259116,1,8.07495248,2
47.36159913,3,32.02409678,2,13.2784587,3,30.0954475,3,40.21312109,4
14.76259491,4,30.72780166,2,17.67810082,3,41.65962325,2,15.11755078,5
34.45355187,1,11.62041356,1,9.005293921,2,8.382537671,1,2.960236214,2
2.109316136,2,36.63961443,2,37.22477435,4,45.94444178,2,36.6694299,3
38.32428084,1,31.86682649,2,6.986891156,2,40.32924255,2,32.24442997,3
23.61478933,5,36.14798845,2,35.81476612,4,47.23585451,2,48.83231058,4
11.85276935,4,7.516283976,3,12.02593465,3,38.68612927,3,30.68265199,3
